"Sather 0.1","tcsh"
"Sather 1.0","Sather 0.1"
"Sather 1.0","Sather 0.1"
"Sather 1.0","Sather 1.1"
"Sather 1.0","Sather 1.1"
"Sather 1.1","Sather 1.0"
"Sather 1.1","Sather 1.0"
"Sather 1.1","Sather 1.2.1"
"Sather 1.1","Sather 1.2.1"
"Sather 1.2.1","Sather 1.1"
"Sather 1.2.1","Sather 1.1"
"Scheme","LISP 1.5"
"Scheme","LISP 1.5"
"Scheme","Scheme MIT"
"Scheme","Scheme MIT"
"Scheme 84","Oak"
"Scheme 84","Scheme IEEE"
"Scheme 84","Scheme IEEE"
"Scheme 84","Scheme MIT"
"Scheme 84","Scheme MIT"
"Scheme IEEE","Scheme 84"
"Scheme IEEE","Scheme 84"
"Scheme IEEE","Scheme R5RS"
"Scheme IEEE","Scheme R5RS"
"Scheme MIT","Scheme"
"Scheme MIT","Scheme"
"Scheme MIT","Scheme 84"
"Scheme MIT","Scheme 84"
"Scheme R5RS","Scheme IEEE"
"Scheme R5RS","Scheme IEEE"
"Self","Self 4.0"
"Self","Smalltalk-80"
"Self 4.0","Self"
"Self 4.0","Self 4.1"
"Self 4.1","Self 4.0"
"Self 4.1","Self 4.1.6"
"Self 4.1.6","Self 4.1"
"Sharp APL","APL"
"Sharp APL","APL"
"Sharp APL","J"
"Sharp APL","J"
"Simula 67","C with Classes"
"Simula 67","C with Classes"
"Simula 67","Eiffel"
"Simula 67","Eiffel"
"Simula 67","Simula I"
"Simula 67","Simula I"
"Simula 67","Smalltalk"
"Simula 67","Smalltlak"
"Simula I","ALGOL 60"
"Simula I","ALGOL 60"
"Simula I","Simula 67"
"Simula I","Simula 67"
"Smalltalk","LISP 1.5"
"Smalltalk","LISP 1.5"
"Smalltalk","Simula 67"
"Smalltalk","Simula 67"
"Smalltalk","Smalltalk-72"
"Smalltalk","Smalltalk-72"
"Smalltalk-72","Smalltalk"
"Smalltalk-72","Smalltalk"
"Smalltalk-72","Smalltalk-74"
"Smalltalk-72","Smalltalk-74"
"Smalltalk-74","Smalltalk-72"
"Smalltalk-74","Smalltalk-72"
"Smalltalk-74","Smalltalk-76"
"Smalltalk-74","Smalltalk-76"
"Smalltalk-76","Smalltalk-74"
"Smalltalk-76","Smalltalk-74"
"Smalltalk-76","Smalltalk-78"
"Smalltalk-76","Smalltalk-78"
"Smalltalk-78","Smalltalk-76"
"Smalltalk-78","Smalltalk-76"
"Smalltalk-78","Smalltalk-80"
"Smalltalk-78","Smalltalk-80"
"Smalltalk-80","AppleScript"
"Smalltalk-80","AppleScript"
"Smalltalk-80","Dylan"
"Smalltalk-80","Dylan"
"Smalltalk-80","Oak"
"Smalltalk-80","Objective-C"
"Smalltalk-80","Oka"
"Smalltalk-80","Ruby"
"Smalltalk-80","Ruby"
"Smalltalk-80","Self"
"Smalltalk-80","Self"
"Smalltalk-80","Smalltalk-78"
"Smalltalk-80","Smalltalk-78"
"Tcl","Tcl/Tk"
"Tcl/Tk","Tcl"
"Tcl/Tk","Tcl/Tk 8.1"
"Tcl/Tk 8.1","Tcl/Tk"
"Tcl/Tk 8.1","Tcl/Tk 8.2.3"
"Tcl/Tk 8.2.3","Tcl/Tk 8.1"
"Tcl/Tk 8.2.3","Tcl/Tk 8.3"
"Tcl/Tk 8.3","Tcl/Tk 8.2.3"
"Tcl/Tk 8.3","Tcl/Tk 8.4"
"Tcl/Tk 8.4","Tcl/Tk 8.3"
"Tcl/Tk 8.4","Tcl/Tk 8.4.1"
"Tcl/Tk 8.4.1","Tcl/Tk 8.4"
"Tcl/Tk 8.4.1","Tcl/Tk 8.4"
"Tcl/Tk 8.4.1","Tcl/Tk 8.4.2"
"Tcl/Tk 8.4.1","Tcl/Tk 8.4.2"
"Tcl/Tk 8.4.2","Tcl/Tk 8.4.1"
"Tcl/Tk 8.4.2","Tcl/Tk 8.4.1"
"Tcl/Tk 8.4.2","Tcl/Tk 8.4.3"
"Tcl/Tk 8.4.2","Tcl/Tk 8.4.3"
"Tcl/Tk 8.4.3","Tcl/Tk 8.4.2"
"Tcl/Tk 8.4.3","Tcl/Tk 8.4.2"
"VB.NET","Visual Basic 6.0"
"VB.NET","Visual Basic 6.0"
"VBScript","JavaScript 1.5"
"VBScript","VBScript 2.0"
"VBScript","VBScript 2.0"
"VBScript","Visual Basic 1.0"
"VBScript","Visual Basic 1.0"
"VBScript 2.0","VBScript"
"VBScript 2.0","VBScript"
"Visual Basic 1.0","Delphi"
"Visual Basic 1.0","MS Basic 2.0"
"Visual Basic 1.0","MS Basic 2.0"
"Visual Basic 1.0","VBScript"
"Visual Basic 1.0","VBScript"
"Visual Basic 1.0","Visual Basic 6.0"
"Visual Basic 1.0","Visual Basic 6.0"
"Visual Basic 6.0","VB.NET"
"Visual Basic 6.0","VB.NET"
"Visual Basic 6.0","Visual Basic 1.0"
"Visual Basic 6.0","Visual Basic 1.0"
"What?","What are related?"
"What?","What are related?"
"awk","C"
"awk","C"
"awk","ISWIM"
"awk","Rex 1.00"
"awk","Rex 1.00"
"awk","nawk"
"awk","nawk"
"bash","sh"
"bash","sh"
"csh","C"
"csh","C"
"csh","Rex 1.0"
"csh","Rex 1.00"
"csh","sh"
"csh","sh"
"csh","tcsh"
"csh","tcsh"
"ksh","sh"
"ksh","sh"
"nawk","awk"
"nawk","awk"
"nawk","perl 1.000"
"nawk","perl 1.000"
"perl 1.000","nawk"
"perl 1.000","nawk"
"perl 1.000","perl 3.000"
"perl 1.000","perl 3.000"
"perl 1.000","sh"
"perl 1.000","sh"
"perl 3.000","Perl 4.000"
"perl 3.000","perl 1.000"
"perl 3.000","perl 1.000"
"perl 3.000","perl 4.000"
"perl 4.000","Ruby"
"perl 4.000","perl 3.000"
"perl 4.000","perl 5.000"
"sh","bash"
"sh","bash"
"sh","csh"
"sh","csh"
"sh","ksh"
"sh","ksh"
"sh","perl 1.000"
"tcsh","Sather 0.1"
"tcsh","csh"
"tcsh","csh"
